budget,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year,release_month,log_budget,log_revenue,is_english,log_vote_count,log_popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Otro,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,productoras_limpias,compania_principal,compania_principal_agrupadas2
0,27420,en,Graduation Day,1.452199,0_Otros,1981-05-01,0,96.0,Released,Graduation Day,5.0,22,1981.0,5.0,0.0,0.0,1,3.1354942159291497,0.8969851730189864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
300000,80468,en,Some Guy Who Kills People,2.733725,0_Otros,2011-04-14,0,97.0,Released,Some Guy Who Kills People,5.7,45,2011.0,4.0,12.611541086966115,0.0,1,3.828641396489095,1.3174063948444807,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0_Otros,0_Otros,0_Otros
0,84188,en,Compliance,8.942203,"Muskat Filmed Properties, Bad Cop Bad Cop Film Productions, Dogfish Pictures",2012-08-23,319285,90.0,Released,Compliance,6.3,221,2012.0,8.0,0.0,12.67384253182868,1,5.402677381872279,2.2967886258909034,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Muskat Filmed Properties, Bad Cop Bad Cop Film Productions, Dogfish Pictures",Muskat Filmed Properties,0_Otros
250000,2255,en,Chasing Amy,20.601483,"Miramax Films, View Askew Productions",1997-04-04,12021272,113.0,Released,Chasing Amy,6.7,433,1997.0,4.0,12.429220196836383,16.30218838828557,1,6.073044534100405,3.0727619697407147,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Miramax, View Askew Productions",Miramax,Miramax
250000,50035,en,Lovely & Amazing,1.45917,0_Otros,2001-08-31,4186931,91.0,Released,Lovely & Amazing,6.3,23,2001.0,8.0,12.429220196836383,15.247478804124235,1,3.1780538303479458,0.8998238946386503,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,300327,en,Death Calls,0.005883,0_Otros,2010-09-01,0,0.0,Released,Death Calls,0.0,0,2010.0,9.0,0.0,0.0,1,0.0,0.0058657627270450605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,14290,en,Better Luck Tomorrow,3.877036,0_Otros,2002-01-12,0,101.0,Released,Better Luck Tomorrow,6.5,27,2002.0,1.0,0.0,0.0,1,3.332204510175204,1.584537658287713,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,29371,en,The Incredibly True Adventure of Two Girls In Love,1.70819,0_Otros,1995-06-16,0,94.0,Released,The Incredibly True Adventure of Two Girls In Love,5.7,13,1995.0,6.0,0.0,0.0,1,2.6390573296152584,0.996280515070293,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,44490,en,Chuck & Buck,0.812855,0_Otros,2000-01-21,0,96.0,Released,Chuck & Buck,5.7,16,2000.0,1.0,0.0,0.0,1,2.833213344056216,0.5949029506371873,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
250000,32222,en,American Desi,0.126304,0_Otros,2001-01-01,0,100.0,Released,American Desi,5.0,4,2001.0,1.0,12.429220196836383,0.0,1,1.6094379124341003,0.11894147551686322,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0_Otros,0_Otros,0_Otros
300000,378237,en,Amidst the Devil's Wings,0.018087,Daniel Columbie Films & Productions,2014-12-01,0,90.0,Released,Amidst the Devil's Wings,0.0,0,2014.0,12.0,12.611541086966115,0.0,1,0.0,0.017925376166276246,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Columbie Films & Productions,Daniel Columbie Films & Productions,0_Otros
250000,431,en,Cube,44.656151,"Téléfilm Canada, Feature Film Project, Cube Libre, Harold Greenberg Fund, Odeon Films, Ontario Film Development Corporation, Viacom Canada",1997-09-09,501818,90.0,Released,Cube,6.9,1069,1997.0,9.0,12.429220196836383,13.12599477588836,1,6.975413927455952,3.8211383405707986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"Téléfilm Canada, Ontario Film Development Corporation, Cube Libre, Feature Film Project, Viacom Canada, Odeon Films, Harold Greenberg Fund",Téléfilm Canada,0_Otros
0,76996,it,Love and Other Catastrophes,0.619348,0_Otros,1996-08-01,0,78.0,Released,Love and Other Catastrophes,5.8,9,1996.0,8.0,0.0,0.0,0,2.302585092994046,0.4820235990960502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0_Otros,0_Otros,0_Otros
250,51942,en,I Married a Strange Person!,0.293649,Bill Plympton Studios,1998-08-28,203,72.0,Released,I Married a Strange Person!,7.5,12,1998.0,8.0,5.5254529391317835,5.318119993844216,1,2.5649493574615367,0.2574669073512557,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Plympton Studios,Bill Plympton Studios,0_Otros
0,1424,en,November,5.742359,IFC Productions,2004-07-22,0,73.0,Released,November,4.9,11,2004.0,7.0,0.0,0.0,1,2.4849066497880004,1.9084098636885036,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,IFC Productions,IFC Productions,0_Otros
250000,60420,en,Like Crazy,21.825564,"Paramount Vantage, Andrea Sperling Productions, Indian Paintbrush, Super Crispy Entertainment, Ascension Productions",2011-10-28,3542353,90.0,Released,Like Crazy,6.4,381,2011.0,10.0,12.429220196836383,15.08030203586562,1,5.945420608606575,3.1278811359238348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Andrea Sperling Productions, Indian Paintbrush, Super Crispy Entertainment, Ascension Productions, Paramount Pictures",Paramount Pictures,Paramount Pictures
0,325123,en,Teeth and Blood,0.055325,0_Otros,2015-03-10,0,96.0,Released,Teeth and Blood,3.0,1,2015.0,3.0,0.0,0.0,1,0.6931471805599453,0.05384877636029211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,142132,en,Sugar Town,0.375423,"Channel Four Films, October Films",1999-09-17,0,92.0,Released,Sugar Town,5.5,2,1999.0,9.0,0.0,0.0,1,1.0986122886681098,0.3187613201718076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Channel Four Films, October Films",Channel Four Films,0_Otros
0,20520,en,The Motel,0.120505,0_Otros,2005-01-01,0,75.0,Released,The Motel,7.0,3,2005.0,1.0,0.0,0.0,1,1.3862943611198906,0.11377947654250763,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
250000,109729,en,The Canyons,6.978907,"Filmworks/FX, Prettybird, Post Empire Films, Sodium Fox",2013-07-29,56825,99.0,Released,The Canyons,4.1,75,2013.0,7.0,12.429220196836383,10.947749246454157,1,4.330733340286331,2.0768014346622774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Prettybird, 20th Century Fox, Filmworks/FX, Post Empire Films",Filmworks/FX,0_Otros
0,78307,en,On the Outs,0.493223,"Youth House Productions, Fader Films",2004-09-11,0,86.0,Released,On the Outs,5.9,6,2004.0,9.0,0.0,0.0,1,1.9459101490553132,0.40093687110066073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fader Films, Youth House Productions",Youth House Productions,0_Otros
0,12247,en,Shotgun Stories,5.251143,"Upload Films, Muskat Filmed Properties, A Lucky Old Sun Production",2007-10-01,0,92.0,Released,Shotgun Stories,6.9,57,2007.0,10.0,0.0,0.0,1,4.060443010546419,1.8327643270278013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Upload Films, Muskat Filmed Properties, A Lucky Old Sun Production",Upload Films,0_Otros
0,29917,en,Exam,20.265518,"Hazeldine Films, Bedlam Productions",2009-06-19,0,101.0,Released,Exam,6.6,523,2009.0,6.0,0.0,0.0,1,6.261491684321042,3.05708688768472,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Hazeldine Films, Bedlam Productions",Hazeldine Films,0_Otros
250000,70687,en,The Sticky Fingers of Time,0.130169,0_Otros,1997-06-06,0,90.0,Released,The Sticky Fingers of Time,4.8,3,1997.0,6.0,12.429220196836383,0.0,1,1.3862943611198906,0.12236717906376181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0_Otros,0_Otros,0_Otros
0,60463,en,Sunday School Musical,0.46049,"The Asylum, Asylum",2008-10-21,0,93.0,Released,Sunday School Musical,5.5,4,2008.0,10.0,0.0,0.0,1,1.6094379124341003,0.3787719958520024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Asylum, The Asylum",The Asylum,0_Otros
0,46252,en,Rust,0.399491,0_Otros,2010-10-07,0,94.0,Released,Rust,0.0,0,2010.0,10.0,0.0,0.0,1,0.0,0.33610859908452584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
250000,24869,en,Ink,5.217002,Double Edge Films,2009-01-23,0,106.0,Released,Ink,6.4,101,2009.0,1.0,12.429220196836383,0.0,1,4.624972813284271,1.827287796985717,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Double Edge Films,Double Edge Films,0_Otros
250000,77934,en,The Christmas Bunny,0.065103,Honey Creek Pictures,2010-11-28,0,96.0,Released,The Christmas Bunny,5.7,7,2010.0,11.0,12.429220196836383,0.0,1,2.0794415416798357,0.06307150809995167,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Honey Creek Pictures,Honey Creek Pictures,0_Otros
0,34697,en,Butterfly,1.063615,Par-Par Productions,1982-02-05,0,107.0,Released,Butterfly,5.0,12,1982.0,2.0,0.0,0.0,1,2.5649493574615367,0.7244592992124923,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Par-Par Productions,Par-Par Productions,0_Otros
0,320435,en,UnDivided,0.010607,0_Otros,2013-02-01,0,0.0,Released,UnDivided,0.0,0,2013.0,2.0,0.0,0.0,1,0.0,0.010551140429952888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,150211,en,The Frozen,1.084387,0_Otros,2012-10-10,0,0.0,Released,The Frozen,4.2,14,2012.0,10.0,0.0,0.0,1,2.70805020110221,0.7344748072267187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0_Otros,0_Otros,0_Otros
0,306667,en,Horse Camp,0.172299,Be Your Own Hollywood,2015-01-10,0,108.0,Released,Horse Camp,5.5,2,2015.0,1.0,0.0,0.0,1,1.0986122886681098,0.1589667780713117,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Be Your Own Hollywood,Be Your Own Hollywood,0_Otros
0,274758,en,Give Me Shelter,0.278981,0_Otros,2014-06-24,0,90.0,Released,Give Me Shelter,0.0,0,2014.0,6.0,0.0,0.0,1,0.0,0.246063667130617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
245000,3060,en,The Big Parade,0.785744,Metro-Goldwyn-Mayer (MGM),1925-11-05,22000000,151.0,Released,The Big Parade,7.0,21,1925.0,11.0,12.409017571151187,16.906553056777135,1,3.091042453358316,0.5798351351144989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM)
0,40963,en,Little Big Top,0.0921,Fly High Films,2006-01-01,0,0.0,Rumored,Little Big Top,10.0,1,2006.0,1.0,0.0,0.0,1,0.6931471805599453,0.08810244822154573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fly High Films,Fly High Films,0_Otros
250,173224,en,Along the Roadside,0.166655,Metakwon Filmworks,2013-02-28,0,118.0,Released,Along the Roadside,7.7,3,2013.0,2.0,5.5254529391317835,0.0,1,1.3862943611198906,0.15414067977725798,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Metakwon Filmworks,Metakwon Filmworks,0_Otros
230000,18533,en,Bronson,18.450613,"EM Media, Aramid Entertainment Fund, Vertigo Films, Str8jacket Creations, 4DH Films, Perfume Films",2008-10-09,2260712,92.0,Released,Bronson,6.9,733,2008.0,10.0,12.345838935721968,14.63119080821866,1,6.598509028614515,2.967878586277326,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aramid Entertainment Fund, Vertigo Films, 4DH Films, Str8jacket Creations, Perfume Films, EM Media",EM Media,0_Otros
0,376010,en,Western Religion,0.58954,3rd Partner Productions,2015-10-09,0,106.0,Released,Western Religion,0.0,0,2015.0,10.0,0.0,0.0,1,0.0,0.4634446661983557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3rd Partner Productions,3rd Partner Productions,0_Otros
225000,139948,en,Burn,0.126676,Apostle Productions,2012-11-01,111300,86.0,Released,Burn,6.9,6,2012.0,11.0,12.323860125621126,11.61999352194924,1,1.9459101490553132,0.11927170481617404,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Apostle Productions,Apostle Productions,0_Otros
0,77332,en,Urbania,0.065155,0_Otros,2000-01-24,0,103.0,Released,Urbania,5.2,10,2000.0,1.0,0.0,0.0,1,2.3978952727983707,0.06312032847758715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0_Otros,0_Otros,0_Otros
100000,70478,en,The Stewardesses,1.183892,0_Otros,1969-07-25,27000000,69.0,Released,The Stewardesses,4.3,5,1969.0,7.0,11.51293546492023,17.11134746100564,1,1.791759469228055,0.7811086061104894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
210000,35073,en,"The Beast from 20,000 Fathoms",2.043661,Jack Dietz Productions,1953-06-13,5000000,80.0,Released,"The Beast from 20,000 Fathoms",6.7,41,1953.0,6.0,12.25486757159303,15.424948670398354,1,3.7376696182833684,1.113061067174852,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Jack Dietz Productions,Jack Dietz Productions,0_Otros
400000,9659,en,Mad Max,33.142185,"Kennedy Miller Productions, Mad Max Films, Crossroads",1979-04-12,100000000,93.0,Released,Mad Max,6.6,1213,1979.0,4.0,12.899222326086994,18.420680753952364,1,7.101675971619444,3.530533716489953,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Mad Max Films, Crossroads, Kennedy Miller Productions",Kennedy Miller Productions,0_Otros
200000,10218,en,Swingers,13.971674,"Miramax Films, Independent Pictures (II), The Alfred Shay Company Inc.",1996-10-18,4505922,94.0,Released,Swingers,6.8,253,1996.0,10.0,12.206077645517674,15.320903311501644,1,5.537334267018537,2.7061600158270336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Miramax, Independent Pictures (II), The Alfred Shay Company Inc.",Miramax,Miramax
200000,391,it,Per un pugno di dollari,38.771062,"United Artists, Constantin Film Produktion, Jolly Film, Ocean Films",1964-09-12,14500000,99.0,Released,A Fistful of Dollars,7.6,883,1964.0,9.0,12.206077645517674,16.489659276356317,0,6.784457062637643,3.683139562408452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Jolly Film, Constantin Film Produktion, United Artists, Ocean Films",United Artists,United Artists
200000,43595,en,She Done Him Wrong,0.622752,Paramount Pictures,1933-02-09,2200000,66.0,Released,She Done Him Wrong,5.1,27,1933.0,2.0,12.206077645517674,14.603968372873895,1,3.332204510175204,0.48412347340641704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paramount Pictures,Paramount Pictures,Paramount Pictures
0,194588,en,Short Cut to Nirvana: Kumbh Mela,0.004998,0_Otros,2004-05-11,0,85.0,Released,Short Cut to Nirvana: Kumbh Mela,0.0,0,2004.0,5.0,0.0,0.0,1,0.0,0.0049855514593077355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
200000,54897,en,The Grace Card,0.616283,GraceWorks Pictures,2011-02-25,2295733,101.0,Released,The Grace Card,6.5,10,2011.0,2.0,12.206077645517674,14.646563176051504,1,2.3978952727983707,0.4801290685289039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GraceWorks Pictures,GraceWorks Pictures,0_Otros
0,83588,en,Middle of Nowhere,2.836537,0_Otros,2012-10-12,0,101.0,Released,Middle of Nowhere,6.6,7,2012.0,10.0,0.0,0.0,1,2.0794415416798357,1.3445701367960372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,53256,de,Drei,5.937602,"X-Filme Creative Pool, ARTE, Westdeutscher Rundfunk (WDR), ARD Degeto Film",2010-12-23,2611555,119.0,Released,Three,6.3,31,2010.0,12.0,0.0,14.77545677024336,0,3.4657359027997265,1.9369561816671719,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ARD Degeto Film, X-Filme Creative Pool, Westdeutscher Rundfunk (WDR), ARTE",X-Filme Creative Pool,0_Otros
200000,40920,en,The Business of Fancydancing,0.06104,FallsApart Productions,2002-01-14,0,103.0,Released,The Business of Fancydancing,8.0,2,2002.0,1.0,12.206077645517674,0.0,1,1.0986122886681098,0.05924955920396039,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FallsApart Productions,FallsApart Productions,0_Otros
0,287815,en,Call + Response,0.062089,0_Otros,2008-10-10,0,86.0,Released,Call + Response,8.0,1,2008.0,10.0,0.0,0.0,1,0.6931471805599453,0.0602377234515023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
450000,54702,en,Malevolence,1.077321,0_Otros,2004-09-10,0,90.0,Released,Malevolence,4.9,14,2004.0,9.0,13.017005083966255,0.0,1,2.70805020110221,0.7310790827838681,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0_Otros,0_Otros,0_Otros
0,176074,en,Reality Show,0.472123,"Campbell Grobman Films, Blump International Films",2015-01-01,0,92.0,Released,Reality Show,5.5,2,2015.0,1.0,0.0,0.0,1,1.0986122886681098,0.38670557659836907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Blump International Films, Campbell Grobman Films",Campbell Grobman Films,0_Otros
13000000,69270,en,Super Hybrid,4.009379,"TADORA Filmproduktions, Stallion Media, Studio 407",2010-01-01,0,95.0,Released,Super Hybrid,4.6,24,2010.0,1.0,16.380459992348886,0.0,1,3.2188758248682006,1.611311955318269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Studio 407, Stallion Media, TADORA Filmproduktions",TADORA Filmproduktions,0_Otros
0,5759,en,Baghead,3.299345,Duplass Brothers Productions,2008-01-21,0,84.0,Released,Baghead,5.8,23,2008.0,1.0,0.0,0.0,1,3.1780538303479458,1.458462685515402,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Duplass Brothers Productions,Duplass Brothers Productions,0_Otros
0,402515,pt,Solitude,0.018716,Gravitas Ventures,2014-10-21,0,89.0,Released,American Beast,0.0,0,2014.0,10.0,0.0,0.0,0,0.0,0.018543010782874424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Gravitas Ventures,Gravitas Ventures,0_Otros
0,126141,en,Chats perchés,0.092562,Les Films du Jeudi,2004-12-05,0,59.0,Released,The Case of the Grinning Cat,7.7,3,2004.0,12.0,0.0,0.0,1,1.3862943611198906,0.08852539694943778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Les Films du Jeudi,Les Films du Jeudi,0_Otros
0,48035,da,Ordet,3.225189,Palladium Film,1955-01-09,0,126.0,Released,Ordet,7.8,65,1955.0,1.0,0.0,0.0,0,4.189654742026425,1.4410639935364244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palladium Film,Palladium Film,0_Otros
0,14758,en,Good Dick,1.948435,"Good Dick, Morning Knight, Present Pictures",2008-10-03,0,86.0,Released,Good Dick,6.1,34,2008.0,10.0,0.0,0.0,1,3.5553480614894135,1.081274521107743,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Morning Knight, Present Pictures, Good Dick",Good Dick,0_Otros
0,13363,en,The Man from Earth,31.339015,Falling Sky Entertainment,2007-06-10,0,87.0,Released,The Man from Earth,7.7,687,2007.0,6.0,0.0,0.0,1,6.5337888379333435,3.476274396047517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Falling Sky Entertainment,Falling Sky Entertainment,0_Otros
0,37985,en,The Trials Of Darryl Hunt,0.15066,0_Otros,2007-06-15,0,106.0,Released,The Trials Of Darryl Hunt,6.8,4,2007.0,6.0,0.0,0.0,1,1.6094379124341003,0.14033569079353023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,25786,en,Samantha: An American Girl Holiday,4.980585,0_Otros,2004-11-23,0,86.0,Released,Samantha: An American Girl Holiday,4.6,9,2004.0,11.0,0.0,0.0,1,2.302585092994046,1.7885183892648373,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,36549,en,Yesterday Was a Lie,0.145014,0_Otros,2008-01-01,0,89.0,Released,Yesterday Was a Lie,6.0,4,2008.0,1.0,0.0,0.0,1,1.6094379124341003,0.1354168640056887,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0_Otros,0_Otros,0_Otros
0,361398,en,Theresa Is a Mother,0.036532,"Garden Thieves Pictures, A May Sky Picture Entertainment",2015-09-25,0,105.0,Released,Theresa Is a Mother,0.0,0,2015.0,9.0,0.0,0.0,1,0.0,0.03588052554786036,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Garden Thieves Pictures, A May Sky Picture Entertainment",Garden Thieves Pictures,0_Otros
0,289180,en,H.,1.045623,0_Otros,2014-08-28,0,93.0,Released,H.,6.5,4,2014.0,8.0,0.0,0.0,1,1.6094379124341003,0.7157023885765269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0_Otros,0_Otros,0_Otros
0,288927,en,Archaeology of a Woman,0.254659,0_Otros,2014-09-12,0,94.0,Released,Archaeology of a Woman,0.0,0,2014.0,9.0,0.0,0.0,1,0.0,0.22686382251563153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
180000,21334,fa,بچه‌های آسمان,7.072118,The Institute for the Intellectual Development of Children & Young Adults,1997-08-01,900000,89.0,Released,Children of Heaven,7.8,112,1997.0,8.0,12.100717685412471,13.710151153416941,0,4.727387818712341,2.0884159013785526,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Institute for the Intellectual Development of Children & Young Adults,The Institute for the Intellectual Development of Children & Young Adults,0_Otros
8000,79120,en,Weekend,1.041254,"EM Media, The Bureau, Glendale Picture Company, Synchronicity Films",2011-09-22,469947,96.0,Released,Weekend,7.4,163,2011.0,9.0,8.987321812850125,13.060377329267501,1,5.099866427824199,0.7135643248842063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Synchronicity Films, Glendale Picture Company, The Bureau, EM Media",EM Media,0_Otros
0,27995,en,She's Gotta Have It,6.722213,40 Acres & A Mule Filmworks,1986-08-08,0,84.0,Released,She's Gotta Have It,6.1,25,1986.0,8.0,0.0,0.0,1,3.258096538021482,2.0441009809892097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 Acres & A Mule Filmworks,40 Acres & A Mule Filmworks,0_Otros
0,253290,en,Butterfly Girl,0.015189,0_Otros,2014-03-10,0,77.0,Released,Butterfly Girl,0.0,0,2014.0,3.0,0.0,0.0,1,0.0,0.015074802055949934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
0,344466,ro,Lumea e a mea,0.327622,0_Otros,2015-06-05,0,104.0,Released,The World Is Mine,0.0,0,2015.0,6.0,0.0,0.0,0,0.0,0.28338937198278336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
100000,55420,en,Another Earth,25.402697,Artists Public Domain,2011-07-22,1776935,92.0,Released,Another Earth,6.8,527,2011.0,7.0,11.51293546492023,14.390401090731311,1,6.269096283706261,3.273466164025295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Artists Public Domain,Artists Public Domain,0_Otros
150000,5822,en,Sweet Sweetback's Baadasssss Song,0.132878,Yeah,1971-04-23,15200000,97.0,Released,Sweet Sweetback's Baadasssss Song,4.6,18,1971.0,4.0,11.918397239722838,16.536806051605975,1,2.9444389791664403,0.12476129751906082,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yeah,Yeah,0_Otros
200,408429,en,Perfect Cowboy,0.050978,0_Otros,2014-07-13,0,109.0,Released,Perfect Cowboy,5.0,1,2014.0,7.0,5.303304908059076,0.0,1,0.6931471805599453,0.04972115923043715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
150000,39141,en,Tadpole,8.570328,"IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax, Dolly Hall Productions",2002-11-01,2891288,78.0,Released,Tadpole,5.5,19,2002.0,11.0,11.918397239722838,14.877212981412168,1,2.995732273553991,2.2586674786497354,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax, Dolly Hall Productions",IFC Productions,0_Otros
160000,5723,en,Once,19.052179,"Summit Entertainment, Samson Films, RTE",2007-03-23,20710513,85.0,Released,Once,7.3,453,2007.0,3.0,11.982935344196433,16.846152051991837,1,6.118097198041348,2.9983378261517584,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"RTE, Summit Entertainment, Samson Films",Summit Entertainment,Summit Entertainment
0,28666,en,The Woman Chaser,0.619979,0_Otros,1999-10-08,0,90.0,Released,The Woman Chaser,4.9,4,1999.0,10.0,0.0,0.0,1,1.6094379124341003,0.4824131861973097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_Otros,0_Otros,0_Otros
